timestamp,iteration,run_mode,frequency_combination,frequencies,frequency_index,num_cores,cores_str,input_arg,application_id,benchmark,variant,time_elapsed,total_energy_consumption,branch_misses,cache_misses,core_combination,platform,avg_temp_before,avg_temp_after,thermal_zone_before0,thermal_zone_before1,thermal_zone_before10,thermal_zone_before11,thermal_zone_before12,thermal_zone_before13,thermal_zone_before14,thermal_zone_before15,thermal_zone_before16,thermal_zone_before17,thermal_zone_before18,thermal_zone_before19,thermal_zone_before2,thermal_zone_before20,thermal_zone_before21,thermal_zone_before22,thermal_zone_before23,thermal_zone_before24,thermal_zone_before25,thermal_zone_before26,thermal_zone_before27,thermal_zone_before28,thermal_zone_before29,thermal_zone_before3,thermal_zone_before30,thermal_zone_before31,thermal_zone_before32,thermal_zone_before33,thermal_zone_before34,thermal_zone_before35,thermal_zone_before4,thermal_zone_before5,thermal_zone_before6,thermal_zone_before7,thermal_zone_before8,thermal_zone_before9,frequencies_read,cores,energy_batt_j,power_batt_w,energy_usb_j,power_usb_w,energy_wls_j,power_wls_w,energy_hwmon33_j,power_hwmon33_w,energy_hwmon34_j,power_hwmon34_w,thermal_zone0,thermal_zone0_type,thermal_zone1,thermal_zone1_type,thermal_zone10,thermal_zone10_type,thermal_zone11,thermal_zone11_type,thermal_zone12,thermal_zone12_type,thermal_zone13,thermal_zone13_type,thermal_zone14,thermal_zone14_type,thermal_zone15,thermal_zone15_type,thermal_zone16,thermal_zone16_type,thermal_zone17,thermal_zone17_type,thermal_zone18,thermal_zone18_type,thermal_zone19,thermal_zone19_type,thermal_zone2,thermal_zone2_type,thermal_zone20,thermal_zone20_type,thermal_zone21,thermal_zone21_type,thermal_zone22,thermal_zone22_type,thermal_zone23,thermal_zone23_type,thermal_zone24,thermal_zone24_type,thermal_zone25,thermal_zone25_type,thermal_zone26,thermal_zone26_type,thermal_zone27,thermal_zone27_type,thermal_zone28,thermal_zone28_type,thermal_zone29,thermal_zone29_type,thermal_zone3,thermal_zone3_type,thermal_zone30,thermal_zone30_type,thermal_zone31,thermal_zone31_type,thermal_zone32,thermal_zone32_type,thermal_zone33,thermal_zone33_type,thermal_zone34,thermal_zone34_type,thermal_zone35,thermal_zone35_type,thermal_zone4,thermal_zone4_type,thermal_zone5,thermal_zone5_type,thermal_zone6,thermal_zone6_type,thermal_zone7,thermal_zone7_type,thermal_zone8,thermal_zone8_type,thermal_zone9,thermal_zone9_type,cycles,cache_references,branch_instructions,task_clock,context_switches,minor_faults,major_faults,branches,instructions,page_faults,cpu_clock,user,sys
1759348884.5433733,1,sequential,"[6, 6, 6, 6, 6, 6, 6, 6]","[1516800, 1516800, 1516800, 1516800, 1900800, 1900800, 1900800, 2035200]",6,1,1,MINI_DATASET,42,seidel-2d,no-variation,0.017059252,0.005703760311282742,23746,19650,1,RUBIKPi,38.970555555555556,39.03905555555556,37.0,37.0,44.4,44.8,43.2,42.8,43.2,43.2,44.0,43.6,44.4,44.0,0.0,44.0,43.2,43.6,43.2,43.2,43.6,44.4,43.6,42.8,43.2,0.0,43.6,43.6,40.718,42.281,41.741,25.0,0.0,43.2,44.4,44.0,43.6,44.4,"[1516800, 1516800, 1516800, 1516800, 1900800, 1900800, 1900800, 2035200]",1,5.701229251492023e-06,2.65696540605,0.0,0.0,0.0,0.0,0.00569805908203125,2655.488,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.0,cpuss0-thermal,44.4,cpuss1-thermal,42.8,cpu4-thermal,42.8,cpu5-thermal,44.8,cpu6-thermal,43.6,cpu7-thermal,44.0,cpu8-thermal,43.6,cpu9-thermal,44.0,cpu10-thermal,43.6,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.0,aoss1-thermal,43.6,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,43.6,video-thermal,44.4,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,43.6,camera0-thermal,40.844,xo-thermal,42.434,quiet-thermal,41.928,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.0,aoss0-thermal,44.0,cpu0-thermal,44.0,cpu1-thermal,43.6,cpu2-thermal,43.6,cpu3-thermal,23112598,4901975,4621629,15.24,0,595,0,4621629,23508466,595,15.24,0.008613,0.008614
1759348886.4835105,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,prot.20.aa,1,alignment,bin-for-omp-tasks,0.994675351,444.9293024811714,1312142,856775,1,RUBIKPi,39.047555555555554,39.18925,37.0,37.0,44.4,44.4,43.2,43.2,45.1,43.6,44.4,43.6,44.4,44.0,0.0,44.0,43.6,43.6,43.2,43.6,43.6,44.4,43.6,42.4,42.8,0.0,43.2,43.6,40.718,42.301,41.793,25.0,0.0,44.0,44.0,44.0,44.0,44.0,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,0.44530174970321307,0.771912167312,0.0,0.0,0.0,0.0,444.4840007314682,770.494,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.8,cpuss0-thermal,45.1,cpuss1-thermal,43.6,cpu4-thermal,43.2,cpu5-thermal,43.6,cpu6-thermal,43.2,cpu7-thermal,44.4,cpu8-thermal,43.6,cpu9-thermal,44.4,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.0,aoss1-thermal,43.6,gpuss0-thermal,43.6,gpuss1-thermal,43.2,nspss0-thermal,44.0,nspss1-thermal,43.6,video-thermal,44.8,ddr-thermal,43.6,mdmss0-thermal,42.8,mdmss1-thermal,42.8,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.0,camera0-thermal,40.844,xo-thermal,42.441,quiet-thermal,41.928,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,43.6,aoss0-thermal,44.4,cpu0-thermal,44.8,cpu1-thermal,44.4,cpu2-thermal,45.5,cpu3-thermal,1878081463,598800033,203834845,959.65,42,4931,0,203834845,3336270119,4931,959.52,0.918582,0.042286
1759348890.5015008,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,258064,2,fft,bin-omp-tasks,2.481866007,1722.5163353812695,1629210,43901339,1,RUBIKPi,39.687527777777774,39.355111111111114,37.0,37.0,45.5,45.9,44.8,44.0,46.3,44.4,45.1,44.4,45.1,44.8,0.0,44.8,44.0,44.0,43.6,44.0,44.4,44.8,44.0,42.8,43.2,0.0,44.0,44.4,40.75,42.354,41.947,25.0,0.0,44.4,45.9,45.9,45.1,45.1,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,1.7219962170122174,0.82389928257,0.0,0.0,0.0,0.0,1720.7943391642573,823.14,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.4,cpuss0-thermal,44.8,cpuss1-thermal,43.6,cpu4-thermal,43.2,cpu5-thermal,45.5,cpu6-thermal,44.0,cpu7-thermal,44.4,cpu8-thermal,44.4,cpu9-thermal,44.8,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,44.0,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.0,camera0-thermal,40.863,xo-thermal,42.514,quiet-thermal,42.107,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,44.4,cpu0-thermal,44.0,cpu1-thermal,44.4,cpu2-thermal,44.0,cpu3-thermal,4688262117,303476456,87109353,2394.82,75,6413,0,87109353,1350573647,6413,2394.63,2.33361,0.057295
1759348891.8875487,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,10,3,fib,bin-omp-tasks,0.076438521,0.000760398050069947,943764,779149,1,RUBIKPi,39.242888888888885,39.24577777777778,37.0,37.0,44.4,44.8,43.6,42.8,44.0,44.0,44.4,44.0,44.4,44.4,0.0,44.0,43.6,44.0,43.2,44.0,44.0,44.4,44.0,42.8,43.2,0.0,44.0,44.4,40.756,42.347,41.941,25.0,0.0,44.0,44.4,44.0,44.8,45.1,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,7.61171102661848e-07,0.45608328579699997,0.0,0.0,0.0,0.0,0.0007596368789672852,455.164,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.4,cpuss0-thermal,44.8,cpuss1-thermal,44.4,cpu4-thermal,43.2,cpu5-thermal,44.0,cpu6-thermal,43.2,cpu7-thermal,44.4,cpu8-thermal,43.6,cpu9-thermal,44.8,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,43.6,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,43.6,video-thermal,44.8,ddr-thermal,43.6,mdmss0-thermal,43.2,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.0,camera0-thermal,40.895,xo-thermal,42.514,quiet-thermal,42.039,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,43.6,aoss0-thermal,44.4,cpu0-thermal,44.4,cpu1-thermal,44.4,cpu2-thermal,44.8,cpu3-thermal,141926643,22383593,13858314,73.02,41,4879,0,13858314,72649424,4879,72.92,0.038381,0.037111
1759348892.5318787,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,input.5,4,floorplan,bin-omp-tasks,0.082325937,0.0007559664428612939,970064,830926,1,RUBIKPi,39.299361111111104,39.42744444444445,37.0,37.0,44.4,44.8,44.0,43.2,44.0,43.6,44.4,44.0,44.8,44.4,0.0,44.4,43.6,44.0,43.6,44.0,44.0,44.4,44.0,42.8,43.6,0.0,43.6,44.4,40.756,42.374,41.947,25.0,0.0,44.0,44.4,44.8,44.4,45.1,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,7.565200707664489e-07,0.528845859816,0.0,0.0,0.0,0.0,0.0007552099227905274,527.9300000000001,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,45.1,cpuss0-thermal,45.1,cpuss1-thermal,44.0,cpu4-thermal,43.2,cpu5-thermal,45.9,cpu6-thermal,44.4,cpu7-thermal,44.8,cpu8-thermal,44.4,cpu9-thermal,44.8,cpu10-thermal,44.8,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.8,aoss1-thermal,43.6,gpuss0-thermal,44.0,gpuss1-thermal,43.2,nspss0-thermal,43.6,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.0,camera0-thermal,40.901,xo-thermal,42.527,quiet-thermal,42.06,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,44.8,cpu0-thermal,44.8,cpu1-thermal,44.4,cpu2-thermal,44.4,cpu3-thermal,153234249,25364438,14873178,78.85,49,4909,0,14873178,78358889,4909,78.73,0.040282,0.041021
1759348893.904162,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,test.input,5,health,bin-omp-tasks,0.241919282,0.000699836432348871,1863207,2435416,1,RUBIKPi,39.448027777777774,39.419805555555556,37.0,37.0,45.1,45.1,44.0,43.6,44.4,44.0,45.1,44.4,44.8,44.4,0.0,44.8,44.0,43.6,43.6,44.0,44.0,44.8,44.0,43.2,43.2,0.0,43.6,44.4,40.781,42.407,41.941,25.0,0.0,44.4,44.8,44.8,44.8,45.1,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,7.016056887147427e-07,0.420392506657,0.0,0.0,0.0,0.0,0.0006991348266601563,418.91200000000003,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.8,cpuss0-thermal,45.5,cpuss1-thermal,44.0,cpu4-thermal,43.6,cpu5-thermal,44.0,cpu6-thermal,43.6,cpu7-thermal,44.8,cpu8-thermal,44.4,cpu9-thermal,44.4,cpu10-thermal,44.8,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.4,camera0-thermal,40.907,xo-thermal,42.54,quiet-thermal,42.066,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.0,aoss0-thermal,44.4,cpu0-thermal,44.8,cpu1-thermal,44.8,cpu2-thermal,45.5,cpu3-thermal,464175634,88872353,54739205,237.77,49,5031,0,54739205,315949785,5031,237.61,0.173683,0.066556
1759348894.5630412,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,100000,6,concom,bin-omp-tasks,0.205368223,0.0005193649327746505,1123186,1700508,1,RUBIKPi,39.32447222222223,39.45927777777778,37.0,37.0,44.4,45.1,43.6,43.2,44.0,43.6,44.8,44.0,44.4,44.4,0.0,44.8,43.6,44.0,43.2,44.0,44.0,44.8,44.0,43.2,43.2,0.0,43.6,44.4,40.794,42.421,41.966,25.0,0.0,44.4,44.8,44.8,44.8,44.4,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,5.184209338302612e-07,0.5436037491119999,0.0,0.0,0.0,0.0,0.0005188465118408203,544.05,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,45.1,cpuss0-thermal,45.1,cpuss1-thermal,44.0,cpu4-thermal,43.6,cpu5-thermal,44.4,cpu6-thermal,44.0,cpu7-thermal,45.1,cpu8-thermal,44.0,cpu9-thermal,44.8,cpu10-thermal,44.8,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.8,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.4,mdmss0-thermal,42.8,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.4,camera0-thermal,40.914,xo-thermal,42.54,quiet-thermal,42.08,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.0,aoss0-thermal,44.4,cpu0-thermal,44.4,cpu1-thermal,44.8,cpu2-thermal,45.9,cpu3-thermal,390496986,43742031,27980624,200.08,41,8365,0,27980624,142161237,8366,199.94,0.16345,0.039167
1759348895.9381156,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,knapsack-016.input,7,knapsack,bin-omp-tasks,0.07828908,0.0005458746946502281,964371,774572,1,RUBIKPi,39.300916666666666,40.12833333333334,37.0,37.0,44.4,44.8,44.0,43.2,44.0,43.6,44.4,44.0,44.4,44.4,0.0,44.4,44.0,44.0,43.6,44.0,44.0,44.4,44.0,42.8,43.2,0.0,43.6,44.4,40.807,42.434,41.992,25.0,0.0,44.4,45.1,45.1,44.4,44.0,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,5.451238799643517e-07,0.7621384234099999,0.0,0.0,0.0,0.0,0.0005453295707702637,762.426,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,47.1,cpuss0-thermal,46.7,cpuss1-thermal,45.5,cpu4-thermal,44.8,cpu5-thermal,47.5,cpu6-thermal,44.8,cpu7-thermal,46.7,cpu8-thermal,45.1,cpu9-thermal,47.9,cpu10-thermal,46.7,cpu11-thermal,0.0,pm8350c-bcl-lvl0,45.1,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,45.5,ddr-thermal,44.0,mdmss0-thermal,43.2,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.8,camera0-thermal,40.92,xo-thermal,42.534,quiet-thermal,42.066,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,45.1,aoss0-thermal,46.3,cpu0-thermal,45.9,cpu1-thermal,45.5,cpu2-thermal,45.1,cpu3-thermal,145516824,23425701,14438436,74.86,49,4900,0,14438436,75811563,4900,74.76,0.036249,0.041321
1759348897.442562,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,10,8,nqueens,bin-omp-tasks,0.382884992,0.0025164939997541574,4888115,1348064,1,RUBIKPi,39.17144444444445,39.46813888888889,37.0,37.0,44.4,44.8,43.6,43.2,43.6,43.6,44.4,43.6,44.4,44.4,0.0,44.0,43.6,43.6,43.2,43.6,44.0,44.4,43.6,42.8,43.2,0.0,43.6,44.4,40.826,42.454,41.992,25.0,0.0,44.0,44.4,44.4,45.1,44.0,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,2.513134275641441e-06,1.17120546054,0.0,0.0,0.0,0.0,0.002513980865478516,1171.6000000000001,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,45.1,cpuss0-thermal,45.1,cpuss1-thermal,44.4,cpu4-thermal,43.6,cpu5-thermal,44.0,cpu6-thermal,43.6,cpu7-thermal,46.7,cpu8-thermal,44.0,cpu9-thermal,45.1,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.8,aoss1-thermal,43.6,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,43.6,video-thermal,44.8,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.0,camera0-thermal,40.933,xo-thermal,42.54,quiet-thermal,42.08,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,45.1,cpu0-thermal,44.8,cpu1-thermal,44.4,cpu2-thermal,44.8,cpu3-thermal,741533568,182228019,133727641,379.28,41,4874,0,133727641,641713109,4874,379.15,0.256513,0.12484
1759348901.53955,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,8388608,9,sort,bin-omp-tasks,2.552868941,2582.861849524708,90754636,17048293,1,RUBIKPi,40.053666666666665,39.495361111111116,37.0,37.0,46.3,46.7,45.1,44.8,44.8,44.8,45.9,45.1,45.5,45.1,0.0,44.8,44.4,44.4,44.4,44.4,44.4,45.5,44.8,43.2,44.0,0.0,44.4,45.1,40.838,42.534,42.16,25.0,0.0,45.1,46.3,46.3,46.7,45.1,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,2.579705081911218,1.2128780125679999,0.0,0.0,0.0,0.0,2580.282144442797,1212.9,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.8,cpuss0-thermal,45.1,cpuss1-thermal,43.6,cpu4-thermal,43.6,cpu5-thermal,44.4,cpu6-thermal,43.6,cpu7-thermal,46.7,cpu8-thermal,44.0,cpu9-thermal,44.8,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.8,aoss1-thermal,44.0,gpuss0-thermal,44.4,gpuss1-thermal,43.6,nspss0-thermal,44.4,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.4,mdmss0-thermal,43.2,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.8,camera0-thermal,40.939,xo-thermal,42.593,quiet-thermal,42.301,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,44.8,cpu0-thermal,44.4,cpu1-thermal,44.4,cpu2-thermal,44.0,cpu3-thermal,4896368662,352684667,459167866,2500.9,42,5979,0,459167866,2050419955,5979,2500.75,2.417943,0.072297
1759348902.9690592,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,25x25,10,sparselu,bin-for-omp-tasks,0.197531042,0.00034038778516814593,1212062,995450,1,RUBIKPi,39.65838888888889,39.46161111111111,37.0,37.0,45.1,45.5,44.8,44.0,44.8,44.4,45.1,44.4,45.1,45.1,0.0,44.8,44.0,44.0,43.6,44.0,44.4,45.1,44.0,43.2,43.2,0.0,44.0,44.8,40.882,42.567,42.153,25.0,0.0,44.4,45.9,45.5,45.1,44.8,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,3.3947202727675436e-07,0.474616293965,0.0,0.0,0.0,0.0,0.00034004831314086916,475.422,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.4,cpuss0-thermal,45.1,cpuss1-thermal,44.0,cpu4-thermal,43.6,cpu5-thermal,46.3,cpu6-thermal,44.0,cpu7-thermal,44.4,cpu8-thermal,44.0,cpu9-thermal,44.8,cpu10-thermal,44.8,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.4,video-thermal,44.8,ddr-thermal,44.4,mdmss0-thermal,42.8,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.0,camera0-thermal,40.951,xo-thermal,42.62,quiet-thermal,42.247,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,44.8,cpu0-thermal,44.8,cpu1-thermal,44.0,cpu2-thermal,44.4,cpu3-thermal,377613584,79144725,42103868,193.65,569,5109,0,42103868,273608035,5109,193.52,0.16643,0.029415
1759348904.3779328,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,508,11,strassen,bin-omp-tasks,0.074380837,0.0004040503915504675,925355,748462,1,RUBIKPi,39.378361111111104,39.26363888888889,37.0,37.0,44.8,44.8,44.0,43.2,44.0,43.6,44.8,44.4,44.4,44.4,0.0,44.8,43.6,44.0,44.0,44.0,44.0,44.8,43.6,42.8,43.2,0.0,43.6,44.4,40.901,42.56,42.16,25.0,0.0,44.0,45.1,45.1,44.8,44.8,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,4.0296875994014734e-07,0.563391160564,0.0,0.0,0.0,0.0,0.00040364742279052734,564.34,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.4,cpuss0-thermal,44.8,cpuss1-thermal,43.6,cpu4-thermal,43.2,cpu5-thermal,45.5,cpu6-thermal,44.0,cpu7-thermal,44.4,cpu8-thermal,44.0,cpu9-thermal,44.0,cpu10-thermal,44.4,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,43.6,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,44.8,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.2,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,44.0,mdmss3-thermal,44.0,camera0-thermal,40.964,xo-thermal,42.62,quiet-thermal,42.207,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.0,aoss0-thermal,44.4,cpu0-thermal,44.0,cpu1-thermal,44.0,cpu2-thermal,43.6,cpu3-thermal,138418202,22046008,13641973,71.16,25,4854,0,13641973,71570064,4854,71.08,0.035295,0.03894
1759348925.8701184,1,sequential,"[9, 9, 9, 9, 9, 9, 9, 9]","[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",9,1,1,small.input,12,uts,bin-omp-tasks,21.147656044,14326.484349692886,44439459,18252268,1,RUBIKPi,38.995638888888884,39.40969444444445,37.0,37.0,44.4,44.8,43.2,42.8,43.2,43.2,44.0,43.6,45.1,44.4,0.0,44.0,43.2,43.6,43.2,43.6,43.2,44.4,43.6,42.4,43.2,0.0,43.2,43.6,40.87,42.487,41.986,25.0,0.0,43.6,44.4,44.4,43.6,43.6,"[1958400, 1958400, 1958400, 1958400, 2400000, 2400000, 2400000, 2515200]",1,14.671378499093,0.61634665452,0.0,0.0,0.0,0.0,14311.812971193793,616.743,0.0,0.0,37.0,pm7325-thermal,37.0,pm8350c-thermal,44.4,cpuss0-thermal,45.1,cpuss1-thermal,44.0,cpu4-thermal,43.2,cpu5-thermal,44.0,cpu6-thermal,44.0,cpu7-thermal,44.8,cpu8-thermal,44.0,cpu9-thermal,45.5,cpu10-thermal,45.1,cpu11-thermal,0.0,pm8350c-bcl-lvl0,44.4,aoss1-thermal,44.0,gpuss0-thermal,44.0,gpuss1-thermal,43.6,nspss0-thermal,44.0,nspss1-thermal,44.0,video-thermal,44.4,ddr-thermal,44.0,mdmss0-thermal,42.8,mdmss1-thermal,43.6,mdmss2-thermal,0.0,pm8350c-bcl-lvl1,43.6,mdmss3-thermal,44.4,camera0-thermal,41.063,xo-thermal,42.732,quiet-thermal,42.254,sdm-skin-thermal,25.0,qcom-battmgr-bat,0.0,pm8350c-bcl-lvl2,44.4,aoss0-thermal,44.8,cpu0-thermal,44.8,cpu1-thermal,44.4,cpu2-thermal,44.4,cpu3-thermal,39511031603,6566649989,3128476601,20176.7,61,5451,0,3128476601,58697069682,5452,20176.41,20.100076,0.042356
